,7,9,11,13,15
1151,199,199,199,199,199
1152,55,199,199,199,199
1153,199,199,199,199,199
1154,6,199,199,199,199
1155,199,199,199,199,199
1156,199,199,199,199,199
1157,199,199,199,199,199
1158,199,199,199,199,199
1159,199,199,199,199,199
1160,199,199,199,199,199
1161,199,199,199,199,199
1162,199,199,199,199,199
1163,194,199,199,199,199
1164,199,199,199,199,199
1165,96,199,199,199,199
1166,199,199,199,199,199
1167,199,199,199,199,199
1168,199,199,199,199,199
1169,199,199,199,199,199
1170,199,199,199,199,199
1171,199,199,199,199,199
1172,199,199,199,199,199
1173,199,199,199,199,199
1174,199,199,199,199,199
1175,199,199,199,199,199
1176,199,199,199,199,199
1177,199,199,199,199,199
1178,10,199,199,199,199
1179,199,199,199,199,199
1180,199,199,199,199,199
1181,199,199,199,199,199
1182,199,199,199,199,199
1183,199,199,199,199,199
1184,199,199,199,199,199
1185,199,199,199,199,199
1186,199,199,199,199,199
1187,199,199,199,199,199
1188,199,199,199,199,199
1189,199,199,199,199,199
1190,27,199,199,199,199
1191,199,199,199,199,199
1192,199,199,199,199,199
1193,199,199,199,199,199
1194,199,199,199,199,199
1195,199,199,199,199,199
1196,199,199,199,199,199
1197,199,199,199,199,199
1198,199,199,199,199,199
1199,34,199,199,199,199
1200,14,199,199,199,199
1201,199,199,199,199,199
1202,199,199,199,199,199
1203,199,199,199,199,199
1204,199,199,199,199,199
1205,199,199,199,199,199
1206,199,199,199,199,199
1207,8,199,199,199,199
1208,199,199,199,199,199
1209,199,199,199,199,199
1210,199,199,199,199,199
1211,199,199,199,199,199
1212,199,199,199,199,199
1213,199,199,109,199,199
1214,199,199,199,199,199
1215,199,199,199,199,199
1216,199,199,199,199,199
1217,199,199,199,199,199
1218,78,199,199,199,199
1219,67,199,199,199,199
1220,199,199,199,199,199
1221,199,26,199,199,199
1222,199,199,199,199,199
1223,199,199,199,199,199
1224,108,199,199,199,199
1225,87,199,82,199,199
1226,199,199,199,199,199
1227,199,199,199,199,199
1228,199,199,199,199,199
1229,199,199,199,199,199
1230,199,129,199,199,199
1231,199,199,199,199,199
1232,199,199,199,199,199
1233,199,199,199,199,199
1234,199,199,199,199,199
1235,199,199,199,199,199
1236,4,199,199,199,199
1237,199,199,199,199,199
1238,199,199,199,199,199
1239,199,199,199,199,199
1240,199,199,199,199,199
1241,199,199,199,199,199
1242,199,144,199,199,199
1243,199,199,199,199,199
1244,199,199,199,199,199
1245,192,199,199,199,199
1246,113,199,199,199,199
1247,199,199,199,199,199
1248,199,199,199,199,199
1249,199,199,199,199,199
1250,199,199,199,199,199
1251,199,199,199,199,199
1252,199,199,199,199,199
1253,199,199,199,199,199
1254,199,199,199,199,199
1255,199,199,199,199,199
1256,199,199,199,199,199
1257,199,199,199,199,199
1258,199,199,199,199,199
1259,199,199,199,199,199
1260,199,199,199,199,199
1261,108,199,199,199,199
1262,199,199,199,199,199
1263,199,199,199,199,199
1264,199,199,199,199,199
1265,199,199,199,199,199
1266,199,199,199,199,199
1267,199,199,199,199,199
1268,82,199,199,199,199
1269,128,199,199,199,199
1270,199,199,199,199,199
1271,199,28,199,199,199
1272,199,199,199,199,199
1273,199,199,199,199,199
1274,199,199,199,199,199
1275,199,199,199,199,199
1276,199,199,199,199,199
1277,199,199,199,199,199
1278,199,199,199,199,199
1279,199,199,199,199,199
1280,199,61,199,199,199
1281,199,199,145,199,199
1282,159,199,199,199,199
1283,58,199,199,199,199
1284,199,199,199,199,199
1285,166,199,199,199,199
1286,199,199,199,199,199
1287,199,199,199,199,199
1288,199,199,199,199,199
1289,199,199,199,199,199
1290,10,199,199,199,199
1291,199,199,199,199,199
1292,199,199,199,199,199
1293,199,199,199,199,199
1294,199,199,199,199,199
1295,199,199,199,199,199
1296,199,199,199,199,199
1297,18,199,199,199,199
1298,199,199,22,199,199
1299,199,131,199,199,199
1300,199,199,199,199,199
1301,199,199,199,199,199
1302,199,199,199,199,199
1303,7,199,199,199,199
1304,199,199,199,199,199
1305,199,199,199,199,199
1306,199,199,199,199,199
1307,199,199,199,199,199
1308,199,199,199,199,199
1309,199,199,199,199,199
1310,199,199,199,199,199
1311,199,199,199,199,199
1312,199,199,199,199,199
1313,199,199,199,199,199
1314,199,199,199,199,199
1315,199,199,199,199,199
1316,199,199,199,199,199
1317,155,199,199,199,199
1318,199,199,199,199,199
1319,199,199,199,199,199
1320,142,199,199,199,199
1321,182,199,199,199,199
1322,199,199,199,199,199
1323,32,199,199,199,199
1324,199,199,199,199,199
1325,12,199,199,199,199
1326,199,199,199,199,199
1327,199,199,199,199,199
1328,199,199,199,199,199
1329,199,199,199,199,199
1330,199,199,199,199,199
1331,199,199,199,199,199
1332,199,199,199,199,199
1333,199,199,199,199,199
1334,199,199,199,199,199
1335,199,199,199,199,199
1336,199,199,199,199,199
1337,49,199,199,199,199
1338,199,199,199,199,199
1339,199,199,199,199,199
1340,199,199,199,199,199
1341,71,199,199,199,199
1342,199,199,199,199,199
1343,199,199,199,199,199
1344,13,199,199,199,199
1345,199,199,199,199,199
1346,199,199,199,199,199
1347,43,199,199,199,199
1348,199,199,199,199,199
1349,199,199,199,199,199
1350,199,199,199,199,199
1351,199,199,199,199,199
1352,199,199,199,199,199
1353,199,199,199,199,199
1354,199,199,199,199,199
1355,179,199,199,199,199
1356,199,199,199,199,199
1357,199,199,199,199,199
1358,199,199,199,199,199
1359,199,199,199,199,199
1360,199,199,199,199,199
1361,199,199,199,199,199
1362,199,199,199,199,199
1363,199,51,199,199,199
1364,199,199,199,199,199
1365,38,199,199,199,199
1366,199,199,199,199,199
1367,199,199,199,199,199
1368,199,199,199,199,199
1369,199,199,199,199,199
1370,199,199,199,199,199
1371,199,199,199,199,199
1372,199,199,199,199,199
1373,199,199,199,199,199
1374,199,199,199,199,199
1375,161,199,199,199,199
1376,199,199,199,199,199
1377,199,199,199,199,199
1378,199,199,199,199,199
1379,199,199,199,199,199
1380,199,199,199,199,199
1381,199,199,199,199,199
1382,199,199,199,199,199
1383,107,199,199,199,199
1384,199,199,199,199,199
1385,199,199,199,199,199
1386,199,199,199,199,199
1387,199,59,199,199,199
1388,199,199,199,199,199
1389,39,199,199,199,199
1390,199,199,199,199,199
1391,199,199,199,199,199
1392,199,199,199,199,199
1393,199,199,199,199,199
1394,199,199,199,199,199
1395,199,199,199,199,199
1396,199,199,199,199,199
1397,199,199,199,199,199
1398,199,199,199,199,199
1399,199,199,199,199,199
1400,199,199,199,199,199
1401,199,199,199,199,199
1402,199,199,199,199,199
1403,199,128,199,199,199
1404,199,199,199,199,199
1405,199,199,199,199,199
1406,199,199,199,199,199
1407,199,199,199,199,199
1408,199,199,199,199,199
1409,199,199,199,199,199
1410,199,199,199,199,199
1411,181,199,199,199,199
1412,199,199,199,199,199
1413,199,199,199,199,199
1414,199,199,199,199,199
1415,199,199,199,199,199
1416,199,199,199,199,199
1417,199,199,199,199,199
1418,190,199,199,199,199
1419,143,199,199,199,199
1420,199,199,199,199,199
1421,198,199,199,199,199
1422,199,199,199,199,199
1423,199,199,199,199,199
1424,199,199,199,199,199
1425,199,199,199,199,199
1426,199,199,199,199,199
1427,199,199,199,199,199
1428,199,199,199,199,199
1429,199,199,199,199,199
1430,199,199,199,199,199
1431,145,199,199,199,199
1432,199,199,199,199,199
1433,51,199,199,199,199
1434,199,199,199,199,199
1435,199,199,199,199,199
1436,199,199,199,199,199
1437,199,199,199,199,199
1438,199,199,199,199,199
1439,199,199,199,199,199
1440,199,199,199,199,199
1441,199,199,199,199,199
1442,199,199,199,199,199
1443,64,199,199,199,199
1444,9,199,199,199,199
1445,199,199,199,199,199
1446,199,199,199,199,199
1447,199,199,199,199,199
1448,199,199,199,199,199
1449,152,199,199,199,199
1450,199,199,199,199,199
1451,199,199,199,199,199
1452,199,199,199,199,199
1453,199,199,199,199,199
1454,199,199,199,199,199
1455,199,199,199,199,199
1456,199,199,199,199,199
1457,199,133,199,199,199
1458,38,199,199,199,199
1459,199,199,199,199,199
1460,199,199,199,199,199
1461,199,199,199,199,199
1462,199,199,199,199,199
1463,199,199,199,199,199
1464,67,199,199,199,199
1465,16,199,199,199,199
1466,199,199,199,199,199
1467,199,199,199,199,199
1468,199,199,199,199,199
1469,199,199,199,199,199
1470,199,199,199,199,199
1471,199,199,199,199,199
1472,42,199,199,199,199
1473,199,199,199,199,199
1474,199,199,199,199,199
1475,199,199,199,199,199
1476,199,199,199,199,199
1477,199,199,199,199,199
1478,199,199,199,199,199
1479,199,199,199,199,199
1480,199,199,199,199,199
1481,199,199,199,199,199
1482,199,199,199,199,199
1483,199,199,199,199,199
1484,199,199,199,199,199
1485,199,199,199,199,199
1486,199,199,199,199,199
1487,199,199,199,199,199
1488,199,199,199,199,199
1489,199,199,199,199,199
1490,199,199,199,199,199
1491,199,199,199,199,199
1492,199,199,199,199,199
1493,199,27,199,199,199
1494,199,199,199,199,199
1495,199,199,199,199,199
1496,12,199,199,199,199
1497,47,199,199,199,199
1498,199,199,199,199,199
1499,199,199,199,199,199
1500,199,199,199,199,199
1501,199,199,199,199,199
1502,199,199,199,199,199
1503,199,199,199,199,199
1504,199,199,199,199,199
1505,199,199,199,199,199
1506,39,199,199,199,199
1507,199,199,199,199,199
1508,199,199,199,199,199
1509,199,199,199,199,199
1510,199,199,199,199,199
1511,199,199,199,199,199
1512,199,199,199,199,199
1513,199,199,199,199,199
1514,199,84,199,199,199
1515,199,199,199,199,199
1516,199,199,199,199,199
1517,199,199,199,199,199
1518,39,199,199,199,199
1519,199,199,199,199,199
1520,199,199,199,199,199
1521,199,199,199,199,199
1522,199,199,199,199,199
1523,199,199,199,199,199
1524,199,199,199,199,199
1525,199,199,199,199,199
1526,139,199,199,199,199
1527,199,199,199,199,199
1528,199,199,199,199,199
1529,199,199,199,199,199
1530,199,199,199,199,199
1531,199,199,199,199,199
1532,199,199,199,199,199
1533,199,199,199,199,199
1534,199,199,199,199,199
1535,149,199,199,199,199
1536,199,199,199,199,199
1537,194,199,199,199,199
1538,18,199,199,199,199
1539,199,199,199,199,199
1540,199,199,199,199,199
1541,199,199,199,199,199
1542,199,199,199,199,199
1543,19,199,199,199,199
1544,199,199,199,199,199
1545,199,199,199,199,199
1546,199,199,199,199,199
1547,199,199,199,199,199
1548,199,199,199,199,30
1549,199,199,199,199,199
1550,199,199,199,199,199
1551,199,199,199,199,199
1552,5,199,199,199,199
1553,199,199,199,199,199
1554,199,199,199,199,199
1555,199,199,199,199,199
1556,199,199,199,199,199
1557,199,199,199,199,199
1558,199,199,199,199,199
1559,199,18,199,199,199
1560,199,199,199,199,199
1561,78,199,199,199,199
1562,183,199,199,199,199
1563,199,199,199,199,199
1564,147,199,199,199,199
1565,199,199,199,199,199
1566,199,199,199,199,199
1567,199,199,199,199,199
1568,199,199,199,199,199
1569,111,199,199,199,199
1570,199,199,199,199,199
1571,199,199,199,199,199
1572,138,199,199,199,199
1573,199,199,199,199,199
1574,119,199,199,199,199
1575,199,199,199,199,199
1576,199,199,199,199,199
1577,199,199,199,199,199
1578,6,199,199,199,199
1579,199,199,199,199,199
1580,199,199,199,199,199
1581,199,199,199,199,199
1582,199,199,199,199,199
1583,199,199,199,199,199
1584,199,199,199,199,199
1585,199,199,199,199,199
1586,199,199,199,199,199
1587,199,199,199,199,199
1588,199,199,199,199,199
1589,199,199,199,199,199
1590,199,199,199,199,199
1591,199,199,199,199,199
1592,199,199,199,199,199
1593,199,199,199,199,199
1594,199,27,199,199,199
1595,191,199,199,199,199
1596,199,199,199,199,199
1597,199,199,199,199,199
1598,199,199,199,199,199
1599,199,199,199,199,199
1600,199,199,199,199,199
1601,7,199,199,199,199
1602,199,199,199,199,199
1603,199,199,199,199,199
1604,199,199,199,199,199
1605,199,199,199,199,199
1606,199,199,199,199,199
1607,199,199,199,199,199
1608,51,199,199,199,199
1609,199,199,199,199,199
1610,199,199,199,199,199
1611,199,199,199,199,199
1612,199,199,199,199,199
1613,199,199,199,199,199
1614,199,199,199,199,199
1615,38,199,199,199,199
1616,199,199,199,199,199
1617,199,7,31,199,199
1618,199,199,199,199,199
1619,199,199,199,199,199
1620,199,199,199,199,199
1621,199,199,199,199,199
1622,199,199,199,199,199
1623,199,199,199,199,199
1624,199,199,199,199,199
1625,199,199,199,199,199
1626,199,199,199,199,199
1627,199,199,199,199,199
1628,199,199,199,199,199
1629,199,199,199,199,199
1630,199,199,199,199,199
1631,199,199,199,199,199
1632,199,199,199,199,199
1633,199,199,199,199,199
1634,199,199,199,199,199
1635,199,199,199,199,199
1636,199,199,199,199,199
1637,199,199,199,199,199
1638,199,199,199,199,199
1639,199,199,199,199,199
1640,37,199,199,199,199
1641,199,199,199,199,199
1642,25,199,199,199,199
1643,199,199,199,199,199
1644,199,199,199,199,199
1645,199,199,199,199,199
1646,199,177,199,199,199
1647,94,199,199,199,199
1648,199,199,199,199,199
1649,6,199,199,199,199
1650,199,199,199,199,199
1651,199,199,199,199,199
1652,199,199,199,199,199
1653,199,199,199,199,199
1654,199,199,199,199,199
1655,199,199,199,199,199
1656,199,199,199,199,199
1657,199,199,199,199,199
1658,199,199,199,199,199
1659,199,199,199,199,199
1660,199,199,199,199,199
1661,17,199,199,199,199
1662,199,199,199,199,199
1663,199,199,199,199,199
1664,199,199,199,199,199
1665,199,199,199,199,199
1666,199,199,199,199,199
1667,199,199,199,199,199
1668,199,199,199,199,199
1669,199,199,199,199,199
1670,199,199,199,199,199
1671,199,199,199,199,199
1672,199,199,199,199,199
1673,199,199,199,199,199
1674,199,199,199,199,199
1675,199,199,199,199,199
1676,3,199,199,199,199
1677,199,199,199,199,199
1678,107,199,199,199,199
1679,199,199,199,199,199
1680,199,199,199,199,199
1681,199,199,199,199,199
1682,199,199,199,199,199
1683,199,199,199,199,199
1684,199,199,199,199,199
1685,199,199,199,199,199
1686,199,199,199,199,199
1687,199,199,199,199,199
1688,199,199,199,137,199
1689,199,199,199,199,199
1690,148,199,199,199,199
1691,199,199,199,199,199
1692,199,199,199,199,199
1693,31,199,199,199,199
1694,199,199,199,199,199
1695,199,199,199,199,199
1696,199,199,199,199,199
1697,199,199,199,199,199
1698,199,199,199,199,199
1699,118,199,199,199,199
1700,199,127,199,199,199
1701,199,199,199,199,199
1702,199,199,199,199,199
1703,199,199,199,199,199
1704,199,199,199,199,199
1705,199,199,199,199,199
1706,199,199,199,199,199
1707,166,199,199,199,199
1708,90,199,199,199,199
1709,199,199,199,199,199
1710,199,199,199,199,199
1711,199,199,199,199,199
1712,199,199,199,199,199
1713,199,199,199,199,199
1714,199,199,199,199,199
1715,199,199,199,199,199
1716,199,199,199,199,199
1717,199,199,199,199,199
1718,199,199,199,199,199
1719,199,199,199,199,199
1720,199,199,199,199,199
1721,199,199,199,199,199
1722,199,199,199,199,199
1723,199,199,199,199,199
1724,199,199,199,199,199
1725,199,199,199,199,199
1726,199,199,199,199,199
1727,199,199,199,199,199
1728,199,199,199,199,199
1729,199,199,199,199,199
1730,199,199,199,199,199
1731,199,199,199,199,199
1732,199,199,199,199,199
1733,199,199,199,199,199
1734,199,199,199,199,199
1735,199,199,199,199,199
1736,199,27,199,199,199
1737,199,199,199,199,199
1738,199,199,199,199,199
1739,199,199,199,199,199
1740,199,199,199,199,199
1741,199,199,199,199,199
1742,199,199,199,199,199
1743,199,199,199,199,199
1744,199,199,199,199,199
1745,199,199,199,199,199
1746,199,199,199,199,199
1747,199,199,199,199,199
1748,67,199,199,199,199
1749,199,199,199,199,199
1750,199,199,199,199,199
1751,199,199,199,199,199
1752,199,199,199,199,199
1753,199,199,199,199,199
1754,199,199,199,199,199
1755,199,199,199,199,199
1756,199,199,199,199,199
1757,199,199,199,199,199
1758,199,149,199,199,199
1759,199,199,199,199,199
1760,199,199,199,199,199
1761,199,199,199,199,199
1762,199,199,199,199,199
1763,199,199,199,199,199
1764,10,199,199,199,199
1765,199,199,199,199,199
1766,122,199,199,199,199
1767,199,199,199,199,199
1768,199,199,199,199,199
1769,199,199,199,199,199
1770,199,199,199,199,199
1771,199,199,199,199,199
1772,199,199,199,199,199
1773,199,199,199,199,199
1774,199,199,199,199,199
1775,199,199,199,199,199
1776,199,199,199,199,199
1777,199,199,199,199,199
1778,199,199,199,199,199
1779,199,199,199,199,199
1780,199,199,199,199,199
1781,199,199,199,199,199
1782,199,199,199,199,199
1783,199,199,199,199,199
1784,199,199,199,199,199
1785,199,199,134,199,199
1786,199,199,199,199,199
1787,199,102,199,199,199
1788,178,199,199,199,199
1789,199,199,199,199,199
1790,199,84,199,199,199
1791,199,199,199,199,199
1792,199,199,199,199,199
1793,199,199,199,199,199
1794,199,199,199,199,199
1795,199,199,199,199,199
1796,199,199,199,199,199
1797,192,199,199,199,199
1798,199,199,199,199,199
1799,199,199,199,199,199
1800,199,199,199,199,199
1801,199,199,199,199,199
1802,199,199,199,135,199
1803,199,199,199,199,199
1804,199,199,199,199,199
1805,199,199,199,199,199
1806,199,199,199,199,199
1807,191,199,199,199,199
1808,199,199,199,199,199
1809,199,199,199,199,199
1810,199,199,199,199,199
1811,199,199,199,199,199
1812,199,39,199,199,199
1813,199,199,199,199,199
1814,199,199,199,199,199
1815,199,199,199,199,199
1816,199,199,199,199,199
1817,199,199,199,199,199
1818,199,199,199,199,199
1819,199,199,199,199,199
1820,199,199,199,199,199
1821,199,199,199,199,199
1822,199,199,199,199,199
1823,199,71,199,199,199
1824,199,199,199,199,199
1825,199,199,199,199,199
1826,199,199,199,199,199
1827,199,199,199,199,199
1828,194,199,199,199,199
1829,199,199,199,199,199
1830,199,199,199,199,199
1831,199,199,199,199,199
1832,199,199,199,199,199
1833,199,199,199,199,199
1834,199,199,199,199,199
1835,199,199,199,199,199
1836,199,199,199,199,199
1837,199,199,199,199,199
1838,199,199,199,199,199
1839,199,199,199,199,199
1840,100,199,199,199,199
1841,199,199,199,199,199
1842,199,199,199,199,199
1843,199,199,199,199,199
1844,199,199,199,199,199
1845,199,199,199,199,199
1846,199,199,199,199,199
1847,199,199,199,199,199
1848,199,199,199,199,199
1849,199,199,199,199,199
1850,199,199,199,199,199
1851,199,199,199,199,199
1852,199,199,199,199,199
1853,199,199,199,199,199
1854,199,199,199,199,199
1855,199,199,199,199,199
1856,199,199,199,199,199
1857,199,189,199,199,199
1858,199,199,199,199,199
1859,199,199,199,199,199
1860,75,199,199,199,199
1861,199,199,199,199,199
1862,199,199,199,199,199
1863,199,199,199,199,199
1864,199,199,199,199,199
1865,199,199,199,199,199
1866,199,199,199,199,199
1867,199,199,199,199,199
1868,199,153,199,199,199
1869,199,199,199,199,199
1870,199,199,199,199,199
1871,199,199,199,199,199
1872,199,199,199,199,199
1873,199,199,199,199,199
1874,199,199,199,199,199
1875,29,171,199,199,199
1876,199,199,199,199,199
1877,199,199,199,199,199
1878,199,199,199,199,199
1879,199,199,199,199,199
1880,199,199,199,199,199
1881,199,199,199,199,199
1882,199,199,199,199,199
1883,199,199,199,199,199
1884,199,199,199,199,199
1885,199,199,199,199,199
1886,199,199,199,199,199
1887,161,199,199,199,199
1888,199,199,199,199,199
1889,199,199,199,199,199
1890,199,199,199,199,199
1891,199,199,199,199,199
1892,199,199,199,199,199
1893,199,150,199,199,199
1894,199,199,199,199,199
1895,31,199,199,199,199
1896,199,199,199,199,199
1897,199,199,199,199,199
1898,199,199,199,199,199
1899,135,199,199,199,199
1900,199,199,199,199,199
1901,199,199,199,199,199
1902,199,199,199,199,199
1903,199,199,199,199,199
1904,199,199,199,199,199
1905,146,199,199,199,199
1906,199,199,199,199,199
1907,199,199,199,199,199
1908,199,199,199,199,199
1909,178,199,199,199,199
1910,199,199,199,199,199
1911,199,199,199,199,199
1912,19,199,199,199,199
1913,199,199,199,199,199
1914,199,199,199,199,199
1915,199,199,199,199,199
1916,199,199,199,199,199
1917,199,199,199,199,199
1918,199,199,199,199,199
1919,199,199,199,199,199
1920,199,199,199,199,199
1921,199,199,199,199,199
1922,199,199,199,199,199
1923,199,199,199,199,199
1924,199,199,199,199,199
1925,199,199,199,199,199
1926,199,199,199,199,199
1927,199,199,199,199,199
1928,199,199,199,199,199
1929,199,199,199,199,199
1930,199,199,199,199,199
1931,199,199,199,199,199
1932,199,199,199,199,199
1933,199,199,199,199,199
1934,199,105,199,199,199
1935,199,199,199,199,199
1936,199,199,199,199,199
1937,199,199,199,199,199
1938,199,199,199,199,199
1939,199,199,199,199,199
1940,199,199,199,199,199
1941,199,199,199,199,199
1942,180,199,199,199,199
1943,199,199,199,199,199
1944,199,199,199,199,199
1945,199,199,199,199,199
1946,199,199,199,199,199
1947,199,199,199,199,199
1948,199,199,199,199,199
1949,199,199,199,199,199
1950,199,199,106,199,199
1951,199,199,199,199,199
1952,59,56,199,199,199
1953,199,199,199,199,199
1954,199,199,199,199,199
1955,199,199,199,199,199
1956,199,199,199,199,199
1957,199,199,199,199,199
1958,199,199,199,199,199
1959,199,2,199,199,199
1960,199,199,199,199,199
1961,199,199,199,199,199
1962,199,199,199,199,199
1963,199,199,199,199,199
1964,199,199,199,199,199
1965,3,199,199,199,199
1966,199,199,199,199,199
1967,199,199,199,199,199
1968,199,199,199,199,199
1969,199,199,199,199,199
1970,199,199,199,199,199
1971,199,199,199,199,199
1972,3,199,199,199,199
1973,199,199,199,199,199
1974,119,199,199,199,199
1975,63,199,199,199,199
1976,199,199,199,199,199
1977,199,199,199,199,199
1978,199,199,199,199,199
1979,199,199,199,199,199
1980,199,199,199,199,199
1981,199,199,199,199,199
1982,199,199,199,199,199
1983,199,199,199,199,199
1984,199,199,199,199,199
1985,199,199,199,199,199
1986,199,199,199,199,199
1987,199,118,199,199,199
1988,199,199,199,199,76
1989,199,199,199,199,199
1990,199,199,199,199,199
1991,199,199,199,199,199
1992,199,199,199,199,199
1993,199,199,199,199,199
1994,161,199,199,199,199
1995,199,199,199,199,199
1996,140,199,199,199,199
1997,199,199,199,199,199
1998,199,199,199,199,199
1999,32,199,199,199,199
2000,199,199,199,199,199
2001,199,199,199,199,199
2002,199,199,199,199,199
2003,199,199,199,199,199
2004,199,199,199,199,199
2005,199,199,199,199,199
2006,199,199,199,199,199
2007,146,199,199,199,199
2008,199,199,199,199,199
2009,199,199,199,199,199
2010,199,199,199,199,199
2011,199,199,199,199,199
2012,77,199,199,199,199
2013,199,199,199,199,199
2014,199,199,199,199,199
2015,192,199,199,199,199
2016,199,199,199,199,199
2017,199,199,199,199,199
2018,81,199,199,199,199
2019,199,199,199,199,199
2020,199,199,199,199,199
2021,17,199,199,199,199
2022,199,199,199,199,199
2023,199,199,199,199,199
2024,199,199,199,199,199
2025,199,199,199,199,199
2026,199,199,199,199,199
2027,199,199,199,199,199
2028,199,199,199,199,199
2029,199,199,199,199,199
2030,199,199,199,199,199
2031,199,199,199,199,199
2032,4,199,199,199,199
2033,199,51,199,199,199
2034,199,199,199,199,199
2035,199,199,199,199,199
2036,56,199,199,199,199
2037,57,199,199,199,199
2038,199,199,199,199,199
2039,199,199,199,199,199
2040,199,199,199,199,199
2041,199,199,199,199,199
2042,199,199,199,199,199
2043,199,199,199,199,199
2044,199,199,199,199,199
2045,199,43,199,199,199
2046,199,199,199,199,199
2047,199,199,199,199,199
2048,199,199,199,199,199
2049,199,199,199,199,199
2050,199,199,199,199,199
2051,199,199,199,199,199
2052,199,199,199,199,199
2053,199,199,199,199,199
2054,199,199,199,199,199
2055,199,30,199,199,199
2056,199,199,199,199,199
2057,199,199,199,199,199
2058,199,199,199,199,199
2059,199,199,199,199,199
2060,62,199,199,199,199
2061,199,170,199,199,199
2062,199,199,199,199,199
2063,135,199,199,199,199
2064,199,199,199,199,199
2065,199,199,199,199,199
2066,199,199,199,199,199
2067,199,199,199,199,199
2068,199,199,199,199,199
2069,199,199,199,199,199
2070,199,199,199,199,199
2071,9,199,199,199,199
2072,199,199,199,199,199
2073,199,199,199,199,199
2074,199,199,199,199,199
2075,199,199,199,199,199
2076,199,199,199,199,199
2077,31,199,199,199,199
2078,199,199,199,199,199
2079,60,199,199,199,199
2080,199,199,199,199,199
2081,199,17,199,199,199
2082,199,199,199,199,199
2083,199,199,199,199,199
2084,199,199,199,199,199
2085,199,199,199,199,199
2086,199,199,199,199,199
2087,199,199,199,199,199
2088,199,151,199,199,199
2089,76,199,199,199,199
2090,199,199,199,199,199
2091,199,199,199,199,199
2092,199,199,199,199,199
2093,71,199,199,199,199
2094,199,199,199,199,199
2095,199,199,199,199,199
2096,199,199,199,199,199
2097,199,199,199,199,199
2098,199,199,199,199,199
2099,199,199,199,199,199
2100,199,199,199,199,199
2101,199,199,199,199,199
2102,133,199,199,199,199
2103,199,199,199,199,199
2104,199,199,199,199,199
2105,199,199,199,199,199
2106,199,199,199,199,199
2107,199,199,199,199,199
2108,31,199,199,199,199
2109,199,199,199,199,199
2110,199,199,199,199,199
2111,199,199,199,199,199
2112,175,199,199,199,199
2113,99,199,199,199,199
2114,199,199,199,199,199
2115,199,199,199,199,199
2116,91,199,199,199,199
2117,199,199,199,199,199
2118,199,199,199,199,199
2119,5,199,199,199,199
2120,199,199,199,199,199
2121,199,199,199,199,199
2122,19,199,199,199,199
2123,199,199,199,199,199
2124,199,199,199,199,199
2125,199,199,199,199,199
2126,199,199,199,199,199
2127,199,199,199,199,199
2128,199,199,199,199,199
2129,199,199,199,199,199
2130,199,199,199,199,199
2131,199,199,199,199,199
2132,145,199,199,199,199
2133,199,199,199,199,199
2134,199,199,199,199,199
2135,199,199,199,199,199
2136,199,199,199,199,199
2137,199,199,199,199,199
2138,199,199,199,199,199
2139,199,199,199,199,199
2140,199,199,199,199,199
2141,57,199,199,199,199
2142,199,199,199,199,199
2143,109,199,199,199,199
2144,199,199,199,199,199
2145,199,199,199,199,199
2146,199,199,199,199,199
2147,199,199,199,199,199
2148,199,199,199,199,199
2149,199,199,199,199,199
2150,199,199,199,199,199
2151,112,199,199,199,199
2152,199,199,199,199,199
2153,25,199,199,199,199
2154,199,199,199,199,199
2155,199,132,199,199,199
2156,199,199,199,199,199
2157,199,199,199,199,199
2158,187,199,199,199,199
2159,199,199,199,199,199
2160,199,199,199,199,199
2161,35,199,199,199,199
2162,199,199,199,199,199
2163,199,199,199,199,199
2164,199,199,199,199,199
2165,199,199,199,199,199
2166,199,199,199,199,199
2167,199,199,199,199,199
2168,199,199,199,199,199
2169,199,199,199,199,199
2170,199,199,199,199,199
2171,199,199,199,199,199
2172,199,199,199,199,199
2173,199,199,199,199,199
2174,199,199,199,199,199
2175,127,199,199,199,199
2176,199,199,199,199,199
2177,199,199,199,199,199
2178,199,199,199,199,199
2179,199,199,199,199,199
2180,199,199,199,199,199
2181,199,199,199,199,199
2182,199,199,199,199,199
2183,199,199,199,199,199
2184,199,199,199,199,199
2185,199,199,199,199,199
2186,112,199,199,199,199
2187,199,199,199,199,199
2188,199,199,199,199,199
2189,7,199,199,199,199
2190,199,199,199,199,199
2191,199,199,199,199,199
2192,199,199,199,199,199
2193,121,30,199,199,199
2194,58,199,199,199,199
2195,7,199,199,199,199
2196,199,196,199,199,199
2197,189,199,199,199,199
2198,199,199,199,199,199
2199,199,199,199,199,199
2200,199,199,199,199,199
2201,180,199,199,199,199
2202,199,199,199,199,199
2203,82,199,199,199,199
2204,199,199,199,199,199
2205,199,199,199,199,199
2206,199,199,199,199,199
2207,199,199,101,199,199
2208,199,199,199,199,199
2209,21,199,199,199,199
2210,199,199,199,199,199
2211,199,199,199,199,199
2212,199,199,199,199,199
2213,199,199,199,199,199
2214,199,41,199,199,199
2215,199,199,199,199,199
2216,199,199,199,199,199
2217,199,199,199,199,199
2218,199,199,199,199,199
2219,199,199,199,199,199
2220,199,179,199,199,199
2221,199,199,199,199,199
2222,199,199,199,199,199
2223,130,199,199,199,199
2224,199,199,199,199,199
2225,199,199,199,199,199
2226,199,199,199,199,199
