,7,9,11,13,15
471,199,199,199,199,199
472,104,199,199,199,199
473,102,199,199,199,199
474,156,199,199,199,199
475,135,199,199,199,199
476,16,199,199,199,199
477,199,199,199,199,199
478,109,199,139,199,199
479,199,199,199,199,199
480,199,199,199,199,199
481,199,199,199,199,199
482,199,199,199,199,199
483,199,199,199,199,199
484,68,199,199,199,199
485,199,199,199,199,199
486,199,199,199,199,199
487,199,199,199,199,199
488,199,199,199,199,199
489,199,199,199,199,199
490,199,199,199,199,199
491,185,199,199,199,199
492,17,199,199,199,199
493,199,199,199,199,199
494,199,199,199,199,199
495,199,199,199,199,199
496,179,199,199,199,199
497,199,199,199,199,199
498,199,199,199,199,199
499,199,199,199,199,199
500,91,199,139,199,199
501,199,199,199,199,199
502,19,199,199,199,199
503,29,199,199,199,199
504,199,199,199,199,199
505,199,199,184,199,199
506,199,199,199,199,199
507,23,199,199,199,199
508,120,199,199,199,199
509,199,199,199,199,199
510,199,199,199,199,199
511,199,199,199,199,199
512,199,199,199,199,199
513,199,199,199,199,199
514,199,199,199,199,199
515,199,199,199,199,199
516,45,199,199,199,199
517,199,199,199,199,199
518,199,74,199,199,199
519,199,199,199,199,199
520,199,199,199,199,199
521,199,199,199,199,199
522,199,199,199,199,199
523,199,199,199,199,199
524,199,199,199,199,199
525,199,199,199,199,199
526,94,92,199,199,199
527,199,199,199,199,199
528,199,199,199,199,199
529,199,199,199,199,199
530,199,199,199,199,199
531,199,199,199,199,199
532,199,199,199,199,199
533,199,199,199,199,199
534,135,199,199,199,199
535,199,199,199,199,199
536,199,199,199,199,199
537,199,199,199,199,199
538,141,199,199,199,199
539,75,40,199,199,199
540,199,133,199,199,199
541,199,199,199,199,199
542,199,199,199,199,199
543,199,199,199,199,199
544,199,199,199,199,199
545,199,199,199,199,199
546,199,199,199,199,199
547,199,199,199,199,199
548,199,199,199,199,199
549,199,199,199,199,199
550,199,199,199,199,199
551,199,61,199,199,199
552,199,199,199,199,199
553,199,199,199,199,199
554,199,199,199,199,199
555,199,199,199,199,199
556,23,199,199,199,199
557,199,199,199,199,199
558,199,199,199,199,199
559,199,199,199,199,199
560,199,199,199,199,199
561,199,199,199,199,199
562,199,199,199,199,199
563,199,199,199,199,199
564,199,199,199,199,199
565,199,199,199,199,199
566,199,199,199,199,199
567,199,199,199,199,199
568,199,199,199,199,199
569,199,199,199,199,199
570,86,199,199,199,199
571,199,199,199,199,199
572,199,199,199,199,199
573,199,199,199,199,199
574,199,199,199,199,199
575,199,199,138,199,199
576,37,199,199,199,199
577,199,199,199,199,199
578,199,199,199,199,199
579,199,199,199,199,199
580,199,199,199,199,199
581,199,199,199,199,199
582,199,199,199,199,199
583,199,199,199,199,199
584,199,199,199,199,199
585,199,199,199,199,199
586,199,199,199,199,199
587,199,199,199,199,199
588,199,199,199,199,199
589,199,199,199,199,199
590,199,81,199,199,199
591,66,199,199,199,199
592,199,199,199,199,199
593,199,199,199,199,199
594,199,199,199,199,199
595,199,199,199,199,199
596,199,199,199,199,199
597,199,199,199,199,199
598,199,199,199,199,199
599,174,199,199,199,199
600,199,60,199,199,199
601,199,199,199,199,199
602,199,199,199,199,199
603,85,199,199,199,199
604,199,199,199,199,199
605,199,199,199,194,199
606,199,199,199,199,199
607,184,199,199,199,199
608,199,199,199,199,199
609,199,199,199,199,199
610,199,199,199,199,199
611,199,199,199,199,199
612,199,199,199,199,199
613,199,199,199,199,199
614,199,199,199,199,199
615,199,199,199,199,199
616,199,199,199,199,199
617,199,199,199,199,199
618,199,199,44,199,199
619,10,199,199,199,199
620,199,199,199,199,199
621,199,199,199,199,199
622,199,199,199,199,199
623,199,199,199,199,199
624,199,199,199,199,199
625,199,199,199,199,199
626,143,199,199,199,199
627,199,199,199,199,199
628,199,199,199,199,199
629,106,199,199,199,199
630,45,199,199,199,199
631,199,199,199,199,199
632,199,199,199,199,199
633,199,199,199,199,199
634,199,199,199,199,199
635,199,199,199,199,199
636,199,199,199,199,199
637,199,199,199,199,199
638,199,199,199,199,199
639,199,199,199,199,199
640,183,199,199,199,199
641,199,199,199,199,199
642,199,199,199,199,199
643,199,199,199,199,199
644,70,199,199,199,199
645,62,199,199,199,199
646,199,199,199,199,199
647,199,199,199,199,199
648,199,199,199,199,199
649,199,199,199,199,199
650,199,199,199,199,199
651,199,199,199,199,199
652,199,199,199,199,199
653,90,199,199,199,199
654,161,199,199,199,199
655,199,199,199,199,199
656,199,199,199,199,199
657,199,199,199,199,199
658,199,199,199,199,199
659,65,199,199,199,199
660,116,199,199,199,199
661,199,199,199,199,199
662,199,199,199,199,199
663,199,199,199,199,199
664,37,199,199,199,199
665,199,199,199,199,199
666,199,199,199,199,199
667,199,199,199,199,199
668,59,199,199,199,199
669,199,199,199,199,199
670,199,199,199,199,199
671,199,199,199,199,199
672,199,199,199,199,199
673,199,199,199,199,199
674,199,199,199,199,199
675,199,199,199,199,199
676,199,199,199,199,199
677,199,199,199,199,199
678,199,199,199,199,199
679,199,199,199,199,199
680,199,199,199,199,199
681,199,199,199,199,199
682,199,104,199,199,199
683,199,199,199,199,199
684,21,199,199,199,199
685,199,199,199,199,199
686,199,199,199,199,199
687,199,199,199,199,199
688,199,199,199,199,199
689,199,199,199,199,199
690,199,199,199,199,199
691,49,199,199,199,199
692,199,199,199,199,199
693,199,199,199,199,199
694,199,199,199,199,199
695,199,199,199,199,199
696,199,199,199,199,199
697,118,199,199,199,199
698,199,199,199,199,199
699,199,199,199,199,199
700,67,199,199,199,199
701,199,199,199,199,199
702,199,199,199,199,199
703,199,199,199,199,199
704,199,199,199,199,199
705,199,199,199,199,199
706,199,199,199,199,199
707,199,199,199,199,199
708,199,199,199,199,199
709,199,199,199,199,199
710,199,199,199,199,199
711,199,199,199,199,199
712,199,199,199,199,199
713,199,199,199,199,199
714,199,199,199,199,199
715,199,199,199,199,199
716,199,199,199,199,199
717,199,199,199,199,199
718,199,199,199,199,199
719,199,199,199,199,199
720,199,199,199,199,199
721,20,199,199,199,199
722,112,199,199,199,199
723,199,199,199,199,199
724,199,199,199,199,199
725,199,199,199,199,199
726,199,199,199,199,199
727,199,199,199,199,199
728,199,199,199,199,199
729,199,199,199,199,199
730,199,199,199,199,199
731,199,199,199,199,199
732,199,199,199,199,199
733,5,199,199,199,199
734,199,199,199,199,199
735,199,199,199,199,199
736,104,199,199,199,199
737,199,199,199,199,199
738,199,199,199,199,199
739,199,199,199,199,199
740,24,199,199,199,199
741,89,199,199,199,199
742,199,199,199,199,199
743,154,199,199,199,199
744,199,199,199,199,199
745,199,199,199,199,199
746,194,199,199,199,199
747,199,199,199,199,199
748,199,199,199,199,199
749,199,199,199,199,199
750,73,199,199,199,199
751,199,199,199,199,199
752,199,199,199,199,199
753,199,199,199,199,199
754,199,199,199,199,199
755,199,199,199,199,199
756,199,199,199,199,199
757,199,199,199,199,199
758,180,199,199,199,199
759,199,199,199,199,199
760,199,199,199,199,199
761,199,199,199,199,199
762,199,199,199,199,199
763,192,199,199,199,199
764,199,199,199,199,199
765,171,199,199,199,199
766,199,199,199,199,199
767,199,199,199,199,199
768,199,38,199,199,199
769,199,199,199,199,199
770,199,199,199,199,199
771,199,199,199,199,199
772,199,199,199,199,199
773,199,25,199,199,199
774,199,199,199,199,199
775,199,199,199,199,199
776,70,199,199,199,199
777,199,199,199,199,199
778,199,199,199,199,199
779,199,199,199,199,199
780,199,199,199,199,199
781,199,199,199,199,199
782,199,199,199,199,199
783,199,199,199,199,199
784,199,199,199,199,199
785,199,199,199,199,199
786,199,199,199,199,199
787,199,199,199,199,199
788,199,199,199,199,199
789,199,199,199,199,199
790,5,160,199,199,199
791,107,199,199,199,199
792,199,199,199,199,199
793,199,199,199,199,199
794,20,199,199,199,199
795,86,199,199,199,199
796,199,199,199,199,199
797,199,199,199,199,199
798,199,199,199,199,199
799,199,199,199,199,199
800,199,199,199,199,199
801,92,199,199,199,199
802,199,199,199,199,199
803,199,199,199,199,199
804,199,199,199,199,199
805,199,199,199,199,199
806,199,199,199,199,199
807,199,199,199,199,199
808,199,59,199,199,199
809,199,199,199,199,199
810,85,199,199,199,199
811,199,199,199,199,199
812,199,199,199,199,199
813,199,199,199,199,199
814,199,199,199,199,199
815,199,199,199,199,199
816,199,199,199,199,199
817,199,199,199,199,199
818,199,199,199,199,199
819,199,199,199,199,199
820,51,199,199,199,199
821,199,199,199,199,199
822,199,199,199,199,199
823,199,199,199,199,199
824,199,199,199,199,199
825,199,199,199,199,199
826,199,199,199,199,199
827,199,199,199,199,199
828,199,199,199,199,199
829,199,199,199,199,199
830,199,199,199,199,199
831,199,199,199,199,199
832,145,199,199,199,199
833,199,199,199,199,199
834,199,199,199,199,199
835,34,199,199,199,199
836,125,199,199,199,199
837,199,199,199,199,199
838,199,199,199,199,199
839,196,199,199,199,199
840,199,199,199,199,199
841,199,199,199,199,199
842,199,199,199,199,199
843,199,199,199,199,199
844,199,199,199,199,199
845,172,199,199,199,199
846,52,199,199,199,199
847,199,199,199,199,199
848,199,199,199,199,199
849,199,93,199,199,199
850,199,199,199,199,199
851,199,199,199,199,199
852,199,29,199,199,199
853,15,199,199,199,199
854,199,199,199,199,199
855,199,84,199,199,199
856,199,199,199,199,199
857,199,199,199,199,199
858,199,199,199,199,199
859,199,199,199,199,199
860,199,199,199,199,199
861,91,199,199,199,199
862,199,199,199,199,199
863,199,199,199,199,199
864,199,199,199,199,199
865,199,137,199,199,199
866,199,199,199,199,199
867,199,199,199,199,199
868,199,199,199,199,199
869,199,199,199,199,199
870,113,199,199,199,199
871,199,199,199,199,199
872,199,199,199,199,199
873,199,199,199,199,199
874,199,199,199,199,199
875,199,199,199,199,199
876,199,199,199,199,199
877,199,199,199,199,199
878,199,199,199,199,199
879,199,199,199,199,199
880,199,199,199,199,199
881,199,199,199,199,199
882,199,199,199,199,199
883,199,199,199,199,199
884,199,199,199,199,199
885,199,199,199,199,199
886,199,199,199,199,199
887,199,199,199,199,199
888,199,199,199,199,199
889,72,199,199,199,199
890,199,199,199,199,199
891,47,199,199,199,199
892,199,199,199,199,199
893,199,199,199,199,199
894,199,199,199,199,199
895,199,199,199,199,199
896,199,199,199,199,199
897,199,199,199,199,199
898,199,199,199,199,199
899,199,199,199,199,199
900,133,199,199,199,199
901,199,199,199,199,199
902,164,199,199,199,199
903,199,199,199,199,199
904,199,199,199,199,199
905,199,20,199,199,199
906,199,199,189,199,199
907,109,199,199,199,199
908,199,199,199,199,199
909,199,199,199,199,199
910,97,199,199,199,199
911,199,199,199,199,199
912,116,199,199,199,199
913,199,199,199,199,199
914,87,199,199,199,199
915,199,199,199,199,199
916,193,199,199,199,199
917,199,199,199,199,199
918,199,199,199,199,199
919,199,199,199,199,199
920,199,199,199,199,199
921,199,199,199,199,199
922,199,199,199,199,199
923,199,199,199,199,199
924,199,199,199,199,199
925,199,199,199,199,199
926,199,199,199,199,199
927,199,199,199,199,199
928,199,199,199,199,199
929,199,199,199,199,199
930,199,199,199,199,199
931,199,199,199,199,199
932,199,199,199,199,199
933,199,199,199,199,199
934,199,199,199,199,199
935,199,199,199,199,199
936,199,199,199,199,199
937,168,174,199,199,199
938,199,199,199,199,199
939,199,199,199,199,199
940,199,199,199,199,199
941,199,199,199,199,199
942,199,199,199,199,199
943,199,199,199,199,199
944,199,199,199,199,199
945,199,190,199,199,199
946,199,199,199,199,199
947,199,199,199,199,199
948,199,199,199,199,199
949,199,199,199,199,199
950,199,199,199,199,199
951,199,199,199,199,199
952,199,199,199,199,199
953,115,199,199,199,199
954,199,199,199,199,199
955,194,199,199,199,199
956,199,199,199,199,199
957,199,199,199,199,199
958,199,199,199,199,199
959,199,199,199,199,199
960,199,199,199,199,199
961,199,199,199,199,199
962,199,199,199,199,199
963,199,199,199,199,199
964,199,199,199,199,199
965,199,199,199,199,199
966,132,199,199,199,199
967,199,199,199,199,199
968,199,199,199,199,199
969,199,199,199,199,199
970,199,199,199,199,199
971,199,199,199,199,199
972,199,199,199,199,199
973,199,199,199,199,199
974,199,199,199,199,199
975,108,199,199,199,199
976,192,199,199,199,199
977,199,199,199,199,199
978,199,199,199,199,199
979,37,199,199,199,199
980,199,14,199,199,199
981,199,199,199,199,199
982,199,199,199,199,199
983,199,199,199,199,199
984,199,199,199,199,199
985,68,199,199,199,199
986,199,199,199,199,199
987,199,199,199,199,199
988,199,199,199,199,199
989,199,199,199,199,199
990,199,199,199,199,199
991,199,199,199,199,199
992,199,199,199,199,199
993,82,199,199,199,199
994,199,199,199,199,199
995,199,199,199,199,199
996,199,199,199,199,199
997,65,199,199,199,199
998,199,199,199,199,199
999,199,199,199,199,199
1000,199,199,199,199,199
1001,199,199,199,199,199
1002,199,199,199,199,199
1003,199,199,199,199,199
1004,199,199,199,199,199
1005,199,199,199,199,199
1006,199,199,199,199,199
1007,128,199,199,199,199
1008,199,199,199,199,199
1009,199,199,199,199,199
1010,199,199,199,199,199
1011,199,199,199,199,199
1012,199,199,199,199,199
1013,199,199,199,199,199
1014,154,199,199,199,199
1015,199,199,199,199,199
1016,199,199,199,199,199
1017,167,199,199,199,199
1018,199,199,199,199,199
1019,199,199,199,199,199
1020,199,199,199,199,199
1021,199,199,199,199,199
1022,199,199,199,199,199
1023,199,199,199,199,199
1024,95,199,199,199,199
1025,199,199,199,199,199
1026,199,199,199,199,199
1027,199,199,199,199,199
1028,52,199,199,199,199
1029,199,199,199,199,199
1030,199,199,199,199,199
1031,199,199,199,199,199
1032,199,199,199,199,199
1033,199,199,199,199,199
1034,199,199,199,199,199
1035,199,199,199,199,199
1036,199,199,199,199,199
1037,199,199,199,199,199
1038,20,199,199,199,199
1039,199,199,199,199,199
1040,199,199,199,199,199
1041,199,199,199,199,199
1042,199,199,199,199,199
1043,199,199,199,199,199
1044,199,199,199,199,199
1045,58,199,199,199,199
1046,54,199,199,199,199
1047,199,199,199,199,199
1048,199,199,199,199,199
1049,199,199,199,199,199
1050,199,199,199,199,199
1051,199,199,199,199,199
1052,119,199,199,199,199
1053,199,199,199,199,199
1054,199,199,199,199,199
1055,184,199,199,199,199
1056,168,199,199,199,199
1057,199,199,199,199,199
1058,199,199,199,199,199
1059,24,199,199,199,199
1060,199,199,199,199,199
1061,199,199,199,199,199
1062,55,199,199,199,199
1063,199,199,199,199,199
1064,199,199,199,199,199
1065,199,199,199,199,199
1066,199,199,199,199,199
1067,199,199,199,199,199
1068,199,199,199,199,199
1069,199,199,199,199,199
1070,112,199,199,199,199
1071,199,199,199,199,199
1072,100,199,199,199,199
1073,57,199,199,199,199
1074,21,199,199,199,199
1075,199,199,199,199,199
1076,199,199,199,199,199
1077,6,199,199,199,199
1078,199,199,199,199,199
1079,199,199,199,199,199
1080,199,199,199,199,199
1081,199,199,199,199,199
1082,157,199,199,199,199
1083,199,199,199,199,199
1084,199,199,199,199,199
1085,199,199,199,199,199
1086,199,199,199,199,199
1087,199,199,199,199,199
1088,199,89,199,199,199
1089,199,199,199,199,199
1090,199,199,199,199,199
1091,199,199,199,199,199
1092,199,199,199,199,199
1093,199,199,199,199,199
1094,199,199,199,199,199
1095,199,199,199,199,199
1096,199,199,199,199,199
1097,199,199,199,199,199
1098,199,199,199,199,199
1099,199,199,199,199,199
1100,174,199,199,199,199
1101,199,199,199,199,199
1102,199,61,199,199,199
1103,199,199,199,199,199
1104,199,199,199,199,199
1105,199,199,199,199,199
1106,199,199,199,199,199
1107,199,199,199,199,199
1108,199,199,199,199,199
1109,199,199,199,199,199
1110,103,199,199,199,199
1111,199,199,199,199,199
1112,199,199,199,199,199
1113,199,199,199,199,199
1114,199,199,199,199,199
1115,110,199,199,199,199
1116,6,199,199,199,199
1117,199,199,199,199,199
1118,199,199,199,199,199
1119,199,199,199,199,199
1120,183,199,199,199,199
1121,199,199,199,199,199
1122,199,199,199,199,199
1123,199,199,199,199,199
1124,104,199,199,199,199
1125,199,199,199,199,199
1126,199,199,199,199,199
1127,199,199,199,199,199
1128,199,199,199,199,199
1129,199,85,199,199,199
1130,199,199,199,199,199
1131,14,199,199,199,199
1132,199,199,199,199,199
1133,199,199,199,199,199
1134,199,199,199,199,199
1135,199,199,199,199,199
1136,164,199,199,199,199
1137,199,199,199,199,199
1138,67,199,199,199,199
1139,199,199,199,199,199
1140,199,199,199,199,199
1141,199,199,199,199,199
1142,199,199,199,199,199
1143,199,199,199,199,199
1144,199,199,199,199,199
1145,20,199,199,199,199
1146,199,199,199,199,199
1147,199,199,199,199,199
1148,199,199,199,199,199
1149,199,199,199,199,199
1150,199,53,199,199,199
