73,1.8865709851741816
61,2.4160137230996495
71,1.998462073694733
69,2.048502613227175
69,2.0567877269067107
69,2.0595090201612503
77,1.7990749462143496
76,1.8062456240572933
58,2.558248261636774
78,1.6933918956320975
68,2.1095911920329047
70,2.016040806824096
74,1.8367500519501212
64,2.281049524147285
67,2.138608939635745
62,2.373708900964588
67,2.1464439301535707
71,1.9780701022930036
61,2.415876564773136
55,2.731561482972855
68,2.1020024885941173
77,1.792598475885588
68,2.0915409588874962
65,2.236018034543013
77,1.7636182048987856
82,1.5967605087557737
76,1.797928507985619
61,2.430822246541054
62,2.3737122682127185
69,2.063647743373629
72,1.9418158716135683
67,2.1348259048757723
74,1.8553013682238213
67,2.1367986268336963
71,1.961110400178774
79,1.6697041228458134
76,1.7726261564388317
69,2.0712982308271792
75,1.797583676315759
75,1.8249785031880803
73,1.8862228504733918
68,2.1012329701000527
63,2.3268464885187488
74,1.8662768381886052
61,2.4232361613072784
66,2.1812965710471004
84,1.5325883738787571
72,1.9160222394526418
73,1.8742264266106128
77,1.7550158255968995
73,1.9087195151594374
72,1.9138675722027851
79,1.7284532548034532
67,2.1448944185536742
66,2.1830647505077523
69,2.0452040433874674
70,2.0108316961650914
69,2.0747543388848215
66,2.198708998358684
79,1.679106364094528
77,1.7258630853317667
82,1.575563684032786
74,1.8833759248361523
67,2.1424290853606123
70,2.0123243359309977
81,1.609923841294732
73,1.878249698829542
69,2.0532265337512032
73,1.902885084124388
75,1.8485737851876698
71,1.974460833328362
79,1.6792152030037955
68,2.096684678191099
63,2.32265537542803
59,2.52597408983542
60,2.4652438246098995
61,2.4238039898149824
81,1.6374067325419925
77,1.7635501124752713
71,1.9713236483107248
75,1.8736055522185553
80,1.6406508019120394
75,1.8483824214691829
63,2.321430909284169
71,1.9989305717456687
72,1.964716905498433
69,2.0520439230767513
77,1.788252817182396
79,1.677269736091798
78,1.6933392638543963
76,1.7800017099954928
75,1.8421350864375556
72,1.9317977828683526
80,1.6276998893666779
78,1.7103342752473987
66,2.183977446085282
78,1.7228272319194922
67,2.1439752728811787

